date,open,high,low,close,volume,middle_band,upper_1σ,lower_1σ,upper_2σ,lower_2σ,upper_3σ,lower_3σ
2025-10-02 10:28:00-04:00,190.25,190.3,189.91,190.11,-1.0,189.6325,190.25123156538191,189.01376843461807,190.25123156538191,189.01376843461807,190.25123156538191,189.01376843461807
2025-10-02 10:30:00-04:00,190.11,190.42,190.1,190.19,-1.0,189.715,190.29109461028546,189.13890538971455,190.29109461028546,189.13890538971455,190.29109461028546,189.13890538971455
2025-10-02 10:32:00-04:00,190.19,190.29,189.83,189.86,-1.0,189.77900000000002,190.2932266037458,189.26477339625424,190.2932266037458,189.26477339625424,190.2932266037458,189.26477339625424
2025-10-02 10:34:00-04:00,189.86,190.18,189.85,190.12,-1.0,189.859,190.28863821990126,189.42936178009876,190.28863821990126,189.42936178009876,190.28863821990126,189.42936178009876
2025-10-02 10:36:00-04:00,190.12,190.12,189.85,190.01,-1.0,189.9325,190.2380139113034,189.6269860886966,190.2380139113034,189.6269860886966,190.2380139113034,189.6269860886966
2025-10-02 10:38:00-04:00,190.01,190.03,189.78,189.88,-1.0,189.962,190.2302647945592,189.6937352054408,190.2302647945592,189.6937352054408,190.2302647945592,189.6937352054408
2025-10-02 10:40:00-04:00,189.88,189.95,189.67,189.74,-1.0,189.988,190.20300232556855,189.77299767443145,190.20300232556855,189.77299767443145,190.20300232556855,189.77299767443145
2025-10-02 10:42:00-04:00,189.74,189.9,189.69,189.8,-1.0,190.0045,190.18971541512488,189.81928458487513,190.18971541512488,189.81928458487513,190.18971541512488,189.81928458487513
2025-10-02 10:44:00-04:00,189.8,189.8,189.56,189.77,-1.0,190.0025,190.19000666654782,189.81499333345218,190.19000666654782,189.81499333345218,190.19000666654782,189.81499333345218
2025-10-02 10:46:00-04:00,189.77,189.8,189.22,189.39,-1.0,189.975,190.20514126096788,189.7448587390321,190.20514126096788,189.7448587390321,190.20514126096788,189.7448587390321
2025-10-02 10:48:00-04:00,189.39,189.74,189.38,189.67,-1.0,189.9545,190.1925015756248,189.7164984243752,190.1925015756248,189.7164984243752,190.1925015756248,189.7164984243752
2025-10-02 10:50:00-04:00,189.67,189.73,189.17,189.26,-1.0,189.94,190.2090167281042,189.6709832718958,190.2090167281042,189.6709832718958,190.2090167281042,189.6709832718958
2025-10-02 10:52:00-04:00,189.26,189.46,189.26,189.35,-1.0,189.9115,190.20973271115002,189.61326728884995,190.20973271115002,189.61326728884995,190.20973271115002,189.61326728884995
2025-10-02 10:54:00-04:00,189.35,189.38,189.07,189.12,-1.0,189.8655,190.2080270062344,189.5229729937656,190.2080270062344,189.5229729937656,190.2080270062344,189.5229729937656
2025-10-02 10:56:00-04:00,189.12,189.29,189.03,189.23,-1.0,189.81599999999997,190.17486487707757,189.45713512292238,190.17486487707757,189.45713512292238,190.17486487707757,189.45713512292238
2025-10-02 10:58:00-04:00,189.23,189.28,188.98,189.26,-1.0,189.77550000000002,190.14882927825172,189.40217072174832,190.14882927825172,189.40217072174832,190.14882927825172,189.40217072174832
2025-10-02 11:00:00-04:00,189.26,189.55,189.13,189.42,-1.0,189.738,190.10746718392835,189.36853281607165,190.10746718392835,189.36853281607165,190.10746718392835,189.36853281607165
2025-10-02 11:02:00-04:00,189.42,189.48,188.98,188.99,-1.0,189.6735,190.0551185923143,189.29188140768568,190.0551185923143,189.29188140768568,190.0551185923143,189.29188140768568
2025-10-02 11:04:00-04:00,188.99,189.12,188.9,188.99,-1.0,189.6205,190.01936683241397,189.22163316758602,190.01936683241397,189.22163316758602,190.01936683241397,189.22163316758602
2025-10-02 11:06:00-04:00,188.99,189.47,188.91,189.44,-1.0,189.57999999999998,189.95318896017963,189.20681103982034,189.95318896017963,189.20681103982034,189.95318896017963,189.20681103982034
2025-10-02 11:08:00-04:00,189.44,189.55,189.37,189.46,-1.0,189.54749999999999,189.90089602431263,189.19410397568734,189.90089602431263,189.19410397568734,189.90089602431263,189.19410397568734
2025-10-02 11:10:00-04:00,189.46,189.72,189.37,189.62,-1.0,189.519,189.84102329108308,189.19697670891694,189.84102329108308,189.19697670891694,189.84102329108308,189.19697670891694
2025-10-02 11:12:00-04:00,189.62,189.73,189.48,189.68,-1.0,189.51,189.8248015247739,189.19519847522608,189.8248015247739,189.19519847522608,189.8248015247739,189.19519847522608
2025-10-02 11:14:00-04:00,189.68,189.84,189.58,189.79,-1.0,189.49349999999998,189.78357369753215,189.20342630246782,189.78357369753215,189.20342630246782,189.78357369753215,189.20342630246782
2025-10-02 11:16:00-04:00,189.79,189.86,189.67,189.77,-1.0,189.4815,189.75441527989466,189.20858472010536,189.75441527989466,189.20858472010536,189.75441527989466,189.20858472010536
2025-10-02 11:18:00-04:00,189.77,189.86,189.67,189.82,-1.0,189.4785,189.74731731715048,189.20968268284952,189.74731731715048,189.20968268284952,189.74731731715048,189.20968268284952
2025-10-02 11:20:00-04:00,189.82,189.97,189.59,189.94,-1.0,189.4885,189.77026719113476,189.2067328088652,189.77026719113476,189.2067328088652,189.77026719113476,189.2067328088652
2025-10-02 11:22:00-04:00,189.94,189.99,189.78,189.97,-1.0,189.497,189.790361551673,189.20363844832704,189.790361551673,189.20363844832704,189.790361551673,189.20363844832704
2025-10-02 11:24:00-04:00,189.97,189.98,189.71,189.78,-1.0,189.4975,189.7913345622965,189.2036654377035,189.7913345622965,189.2036654377035,189.7913345622965,189.2036654377035
2025-10-02 11:26:00-04:00,189.78,189.88,189.67,189.86,-1.0,189.52100000000002,189.8239504910047,189.21804950899534,189.8239504910047,189.21804950899534,189.8239504910047,189.21804950899534
2025-10-02 11:28:00-04:00,189.86,189.93,189.8,189.86,-1.0,189.53050000000002,189.8408622883019,189.22013771169813,189.8408622883019,189.22013771169813,189.8408622883019,189.22013771169813
2025-10-02 11:30:00-04:00,189.86,189.9,189.61,189.63,-1.0,189.549,189.85366210791628,189.24433789208373,189.85366210791628,189.24433789208373,189.85366210791628,189.24433789208373
2025-10-02 11:32:00-04:00,189.63,189.63,189.42,189.46,-1.0,189.55450000000002,189.8565012417193,189.25249875828075,189.8565012417193,189.25249875828075,189.8565012417193,189.25249875828075
2025-10-02 11:34:00-04:00,189.46,189.52,189.21,189.23,-1.0,189.56,189.854957624075,189.265042375925,189.854957624075,189.265042375925,189.854957624075,189.265042375925
2025-10-02 11:36:00-04:00,189.23,189.3,188.98,189.06,-1.0,189.5515,189.85806606139622,189.2449339386038,189.85806606139622,189.2449339386038,189.85806606139622,189.2449339386038
2025-10-02 11:38:00-04:00,189.06,189.42,189.06,189.4,-1.0,189.5585,189.8598847209133,189.25711527908672,189.8598847209133,189.25711527908672,189.8598847209133,189.25711527908672
2025-10-02 11:40:00-04:00,189.4,189.48,189.14,189.22,-1.0,189.5485,189.85753519217067,189.2394648078293,189.85753519217067,189.2394648078293,189.85753519217067,189.2394648078293
2025-10-02 11:42:00-04:00,189.22,189.35,189.11,189.19,-1.0,189.5585,189.85215413329286,189.26484586670716,189.85215413329286,189.26484586670716,189.85215413329286,189.26484586670716
2025-10-02 11:44:00-04:00,189.19,189.31,189.12,189.29,-1.0,189.57350000000002,189.84452167809974,189.3024783219003,189.84452167809974,189.3024783219003,189.84452167809974,189.3024783219003
2025-10-02 11:46:00-04:00,189.29,189.43,189.09,189.15,-1.0,189.55900000000003,189.84416486459588,189.27383513540417,189.84416486459588,189.27383513540417,189.84416486459588,189.27383513540417
2025-10-02 11:48:00-04:00,189.15,189.28,189.12,189.18,-1.0,189.54500000000002,189.8413359579936,189.24866404200642,189.8413359579936,189.24866404200642,189.8413359579936,189.24866404200642
2025-10-02 11:50:00-04:00,189.18,189.41,189.17,189.3,-1.0,189.529,189.82946464018247,189.22853535981753,189.82946464018247,189.22853535981753,189.82946464018247,189.22853535981753
2025-10-02 11:52:00-04:00,189.3,189.45,189.28,189.43,-1.0,189.5165,189.81561995921368,189.21738004078634,189.81561995921368,189.21738004078634,189.81561995921368,189.21738004078634
2025-10-02 11:54:00-04:00,189.43,189.6,189.35,189.56,-1.0,189.505,189.79773708340417,189.21226291659582,189.79773708340417,189.21226291659582,189.79773708340417,189.21226291659582
2025-10-02 11:56:00-04:00,189.56,189.71,189.51,189.69,-1.0,189.501,189.79061871486488,189.21138128513513,189.79061871486488,189.21138128513513,189.79061871486488,189.21138128513513
2025-10-02 11:58:00-04:00,189.69,189.78,189.59,189.63,-1.0,189.4915,189.77351551375764,189.20948448624236,189.77351551375764,189.20948448624236,189.77351551375764,189.20948448624236
2025-10-02 12:00:00-04:00,189.63,189.63,189.28,189.31,-1.0,189.45999999999998,189.72482069405538,189.19517930594458,189.72482069405538,189.19517930594458,189.72482069405538,189.19517930594458
2025-10-02 12:02:00-04:00,189.31,189.41,189.25,189.31,-1.0,189.427,189.66608366736352,189.18791633263646,189.66608366736352,189.18791633263646,189.66608366736352,189.18791633263646
2025-10-02 12:04:00-04:00,189.31,189.35,189.03,189.18,-1.0,189.397,189.62739314225902,189.16660685774096,189.62739314225902,189.16660685774096,189.62739314225902,189.16660685774096
2025-10-02 12:06:00-04:00,189.18,189.25,189.1,189.13,-1.0,189.3605,189.57167469071837,189.14932530928164,189.57167469071837,189.14932530928164,189.57167469071837,189.14932530928164
2025-10-02 12:08:00-04:00,189.13,189.22,189.03,189.12,-1.0,189.32350000000002,189.50691960091552,189.14008039908452,189.50691960091552,189.14008039908452,189.50691960091552,189.14008039908452
2025-10-02 12:10:00-04:00,189.12,189.15,189.01,189.09,-1.0,189.29649999999998,189.47240551441044,189.12059448558952,189.47240551441044,189.12059448558952,189.47240551441044,189.12059448558952
2025-10-02 12:12:00-04:00,189.09,189.25,189.07,189.13,-1.0,189.28,189.4552712184017,189.1047287815983,189.4552712184017,189.1047287815983,189.4552712184017,189.1047287815983
2025-10-02 12:14:00-04:00,189.13,189.13,188.95,189.05,-1.0,189.27100000000002,189.45309612845972,189.0889038715403,189.45309612845972,189.0889038715403,189.45309612845972,189.0889038715403
2025-10-02 12:16:00-04:00,189.05,189.2,189.03,189.18,-1.0,189.277,189.45394914523672,189.10005085476325,189.45394914523672,189.10005085476325,189.45394914523672,189.10005085476325
2025-10-02 12:18:00-04:00,189.18,189.25,189.1,189.19,-1.0,189.2665,189.4420640908615,189.09093590913852,189.4420640908615,189.09093590913852,189.4420640908615,189.09093590913852
2025-10-02 12:20:00-04:00,189.19,189.23,189.12,189.21,-1.0,189.26600000000002,189.44170998833312,189.09029001166692,189.44170998833312,189.09029001166692,189.44170998833312,189.09029001166692
2025-10-02 12:22:00-04:00,189.21,189.29,189.11,189.26,-1.0,189.2695,189.4443563696295,189.09464363037048,189.4443563696295,189.09464363037048,189.4443563696295,189.09464363037048
2025-10-02 12:24:00-04:00,189.26,189.28,189.1,189.13,-1.0,189.2615,189.43887742246415,189.08412257753588,189.43887742246415,189.08412257753588,189.43887742246415,189.08412257753588
2025-10-02 12:26:00-04:00,189.13,189.31,189.1,189.19,-1.0,189.2635,189.43983136419826,189.08716863580173,189.43983136419826,189.08716863580173,189.43983136419826,189.08716863580173
2025-10-02 12:28:00-04:00,189.19,189.32,189.18,189.19,-1.0,189.264,189.44010792145733,189.0878920785427,189.44010792145733,189.0878920785427,189.44010792145733,189.0878920785427
2025-10-02 12:30:00-04:00,189.19,189.27,189.1,189.22,-1.0,189.26,189.43615334229023,189.08384665770976,189.43615334229023,189.08384665770976,189.43615334229023,189.08384665770976
2025-10-02 12:32:00-04:00,189.22,189.22,189.07,189.11,-1.0,189.244,189.41851074465492,189.06948925534508,189.41851074465492,189.06948925534508,189.41851074465492,189.06948925534508
2025-10-02 12:34:00-04:00,189.11,189.23,189.1,189.15,-1.0,189.2235,189.38313317324423,189.06386682675577,189.38313317324423,189.06386682675577,189.38313317324423,189.06386682675577
2025-10-02 12:36:00-04:00,189.15,189.16,188.99,189.06,-1.0,189.192,189.31425383429584,189.06974616570417,189.31425383429584,189.06974616570417,189.31425383429584,189.06974616570417
2025-10-02 12:38:00-04:00,189.06,189.22,188.99,189.18,-1.0,189.1695,189.23917603605284,189.09982396394716,189.23917603605284,189.09982396394716,189.23917603605284,189.09982396394716
2025-10-02 12:40:00-04:00,189.18,189.18,188.89,188.97,-1.0,189.1525,189.2271240577833,189.0778759422167,189.2271240577833,189.0778759422167,189.2271240577833,189.0778759422167
2025-10-02 12:42:00-04:00,188.97,189.12,188.96,188.98,-1.0,189.13600000000002,189.21045804187628,189.06154195812377,189.21045804187628,189.06154195812377,189.21045804187628,189.06154195812377
2025-10-02 12:44:00-04:00,188.98,189.02,188.77,188.9,-1.0,189.12199999999999,189.21164373932433,189.03235626067564,189.21164373932433,189.03235626067564,189.21164373932433,189.03235626067564
2025-10-02 12:46:00-04:00,188.9,189.02,188.86,188.99,-1.0,189.115,189.20910100955916,189.02089899044086,189.20910100955916,189.02089899044086,189.20910100955916,189.02089899044086
2025-10-02 12:48:00-04:00,188.99,189.05,188.91,188.94,-1.0,189.106,189.20750862032386,189.00449137967613,189.20750862032386,189.00449137967613,189.20750862032386,189.00449137967613
2025-10-02 12:50:00-04:00,188.94,189.22,188.93,189.22,-1.0,189.1125,189.21689707850345,189.00810292149657,189.21689707850345,189.00810292149657,189.21689707850345,189.00810292149657
2025-10-02 12:52:00-04:00,189.22,189.36,189.2,189.36,-1.0,189.124,189.24153297409686,189.00646702590313,189.24153297409686,189.00646702590313,189.24153297409686,189.00646702590313
2025-10-02 12:54:00-04:00,189.36,189.43,189.23,189.24,-1.0,189.1335,189.25233917704213,189.01466082295786,189.25233917704213,189.01466082295786,189.25233917704213,189.01466082295786
2025-10-02 12:56:00-04:00,189.24,189.43,189.21,189.34,-1.0,189.1415,189.26831778266492,189.0146822173351,189.26831778266492,189.0146822173351,189.26831778266492,189.0146822173351
2025-10-02 12:58:00-04:00,189.34,189.48,189.32,189.43,-1.0,189.1535,189.2948603551214,189.01213964487863,189.2948603551214,189.01213964487863,189.2948603551214,189.01213964487863
2025-10-02 13:00:00-04:00,189.43,189.44,189.2,189.23,-1.0,189.1545,189.2963264784871,189.01267352151294,189.2963264784871,189.01267352151294,189.2963264784871,189.01267352151294
2025-10-02 13:02:00-04:00,189.23,189.27,189.1,189.16,-1.0,189.14950000000002,189.28926677001365,189.00973322998638,189.28926677001365,189.00973322998638,189.28926677001365,189.00973322998638
2025-10-02 13:04:00-04:00,189.16,189.16,189.05,189.16,-1.0,189.151,189.29071041478733,189.0112895852127,189.29071041478733,189.0112895852127,189.29071041478733,189.0112895852127
2025-10-02 13:06:00-04:00,189.16,189.28,189.15,189.25,-1.0,189.154,189.29515239990891,189.01284760009108,189.29515239990891,189.01284760009108,189.29515239990891,189.01284760009108
2025-10-02 13:08:00-04:00,189.25,189.28,189.03,189.05,-1.0,189.147,189.28965693113216,189.00434306886783,189.28965693113216,189.00434306886783,189.28965693113216,189.00434306886783
2025-10-02 13:10:00-04:00,189.05,189.14,189.01,189.05,-1.0,189.1385,189.28161795834222,188.99538204165776,189.28161795834222,188.99538204165776,189.28161795834222,188.99538204165776
2025-10-02 13:12:00-04:00,189.05,189.15,189.02,189.06,-1.0,189.13600000000002,189.2800277750993,188.99197222490074,189.2800277750993,188.99197222490074,189.2800277750993,188.99197222490074
2025-10-02 13:14:00-04:00,189.06,189.13,189.05,189.06,-1.0,189.13150000000002,189.2764232555529,188.98657674444712,189.2764232555529,188.98657674444712,189.2764232555529,188.98657674444712
2025-10-02 13:16:00-04:00,189.06,189.2,189.04,189.18,-1.0,189.1375,189.28182168929183,188.99317831070815,189.28182168929183,188.99317831070815,189.28182168929183,188.99317831070815
2025-10-02 13:18:00-04:00,189.18,189.18,189.06,189.09,-1.0,189.133,189.2773294841675,188.98867051583252,189.2773294841675,188.98867051583252,189.2773294841675,188.98867051583252
2025-10-02 13:20:00-04:00,189.09,189.18,189.05,189.16,-1.0,189.14249999999998,189.28195877527085,189.00304122472912,189.28195877527085,189.00304122472912,189.28195877527085,189.00304122472912
2025-10-02 13:22:00-04:00,189.16,189.3,189.15,189.22,-1.0,189.1545,189.28972111521523,189.0192788847848,189.28972111521523,189.0192788847848,189.28972111521523,189.0192788847848
2025-10-02 13:24:00-04:00,189.22,189.26,189.17,189.22,-1.0,189.1705,189.29299387739817,189.04800612260183,189.29299387739817,189.04800612260183,189.29299387739817,189.04800612260183
2025-10-02 13:26:00-04:00,189.22,189.24,189.11,189.17,-1.0,189.17950000000002,189.29480286206353,189.0641971379365,189.29480286206353,189.0641971379365,189.29480286206353,189.0641971379365
2025-10-02 13:28:00-04:00,189.17,189.23,189.1,189.12,-1.0,189.1885,189.29108045622846,189.08591954377155,189.29108045622846,189.08591954377155,189.29108045622846,189.08591954377155
2025-10-02 13:30:00-04:00,189.12,189.14,188.97,189.13,-1.0,189.18400000000003,189.287072789814,189.08092721018605,189.287072789814,189.08092721018605,189.287072789814,189.08092721018605
2025-10-02 13:32:00-04:00,189.13,189.22,189.11,189.21,-1.0,189.1765,189.2716459405337,189.08135405946632,189.2716459405337,189.08135405946632,189.2716459405337,189.08135405946632
2025-10-02 13:34:00-04:00,189.21,189.24,189.12,189.19,-1.0,189.174,189.2680956959698,189.0799043040302,189.2680956959698,189.0799043040302,189.2680956959698,189.0799043040302
2025-10-02 13:36:00-04:00,189.19,189.2,189.01,189.11,-1.0,189.1625,189.24938354274568,189.0756164572543,189.24938354274568,189.0756164572543,189.24938354274568,189.0756164572543
2025-10-02 13:38:00-04:00,189.11,189.13,189.05,189.12,-1.0,189.147,189.20881423784246,189.08518576215752,189.20881423784246,189.08518576215752,189.20881423784246,189.08518576215752
2025-10-02 13:40:00-04:00,189.12,189.17,189.05,189.09,-1.0,189.14,189.19991660871614,189.08008339128384,189.19991660871614,189.08008339128384,189.19991660871614,189.08008339128384
2025-10-02 13:42:00-04:00,189.09,189.22,189.08,189.19,-1.0,189.1415,189.20226800144852,189.0807319985515,189.20226800144852,189.0807319985515,189.20226800144852,189.0807319985515
2025-10-02 13:44:00-04:00,189.19,189.21,189.08,189.17,-1.0,189.142,189.20295900261686,189.08104099738313,189.20295900261686,189.08104099738313,189.20295900261686,189.08104099738313
2025-10-02 13:46:00-04:00,189.17,189.18,189.0,189.06,-1.0,189.1325,189.19062701609445,189.07437298390553,189.19062701609445,189.07437298390553,189.19062701609445,189.07437298390553
2025-10-02 13:48:00-04:00,189.06,189.08,188.88,188.9,-1.0,189.125,189.2003989389849,189.0496010610151,189.2003989389849,189.0496010610151,189.2003989389849,189.0496010610151
2025-10-02 13:50:00-04:00,188.9,189.1,188.88,189.02,-1.0,189.1235,189.20065406664622,189.0463459333538,189.20065406664622,189.0463459333538,189.20065406664622,189.0463459333538
2025-10-02 13:52:00-04:00,189.02,189.08,188.98,189.05,-1.0,189.123,189.20059510293856,189.04540489706142,189.20059510293856,189.04540489706142,189.20059510293856,189.04540489706142
2025-10-02 13:54:00-04:00,189.05,189.08,188.91,188.97,-1.0,189.11849999999998,189.2020029939586,189.03499700604138,189.2020029939586,189.03499700604138,189.2020029939586,189.03499700604138
2025-10-02 13:56:00-04:00,188.97,189.0,188.88,188.9,-1.0,189.1045,189.19923515714902,189.00976484285098,189.19923515714902,189.00976484285098,189.19923515714902,189.00976484285098
2025-10-02 13:58:00-04:00,188.9,188.99,188.75,188.75,-1.0,189.0875,189.20980596878343,188.96519403121658,189.20980596878343,188.96519403121658,189.20980596878343,188.96519403121658
2025-10-02 14:00:00-04:00,188.75,188.93,188.72,188.78,-1.0,189.0685,189.20656791806954,188.93043208193046,189.20656791806954,188.93043208193046,189.20656791806954,188.93043208193046
2025-10-02 14:02:00-04:00,188.78,188.81,188.67,188.68,-1.0,189.04149999999998,189.19876649357082,188.88423350642915,189.19876649357082,188.88423350642915,189.19876649357082,188.88423350642915
2025-10-02 14:04:00-04:00,188.68,188.8,188.61,188.72,-1.0,189.0165,189.18288133909806,188.85011866090196,189.18288133909806,188.85011866090196,189.18288133909806,188.85011866090196
2025-10-02 14:06:00-04:00,188.72,188.86,188.7,188.85,-1.0,189.0005,189.16673702956942,188.83426297043056,189.16673702956942,188.83426297043056,189.16673702956942,188.83426297043056
2025-10-02 14:08:00-04:00,188.85,188.9,188.78,188.86,-1.0,188.9875,189.1540495421791,188.8209504578209,189.1540495421791,188.8209504578209,189.1540495421791,188.8209504578209
2025-10-02 14:10:00-04:00,188.86,189.22,188.84,189.16,-1.0,188.98899999999998,189.15695535120994,188.82104464879,189.15695535120994,188.82104464879,189.15695535120994,188.82104464879
2025-10-02 14:12:00-04:00,189.16,189.22,188.92,189.0,-1.0,188.9785,189.13869597373238,188.8183040262676,189.13869597373238,188.8183040262676,189.13869597373238,188.8183040262676
2025-10-02 14:14:00-04:00,189.0,189.09,188.97,188.99,-1.0,188.9685,189.12125061374695,188.81574938625306,189.12125061374695,188.81574938625306,189.12125061374695,188.81574938625306
2025-10-02 14:16:00-04:00,188.99,189.0,188.93,188.94,-1.0,188.96,189.10933184523094,188.81066815476908,189.10933184523094,188.81066815476908,189.10933184523094,188.81066815476908
2025-10-02 14:18:00-04:00,188.94,188.97,188.86,188.9,-1.0,188.949,189.094186087488,188.80381391251203,189.094186087488,188.80381391251203,189.094186087488,188.80381391251203
2025-10-02 14:20:00-04:00,188.9,188.96,188.86,188.93,-1.0,188.941,189.08255917490604,188.79944082509397,189.08255917490604,188.79944082509397,189.08255917490604,188.79944082509397
2025-10-02 14:22:00-04:00,188.93,189.0,188.9,188.91,-1.0,188.927,189.0565800910637,188.7974199089363,189.0565800910637,188.7974199089363,189.0565800910637,188.7974199089363
2025-10-02 14:24:00-04:00,188.91,188.94,188.83,188.93,-1.0,188.91500000000002,189.03202563821694,188.7979743617831,189.03202563821694,188.7979743617831,189.03202563821694,188.7979743617831
2025-10-02 14:26:00-04:00,188.93,188.96,188.87,188.92,-1.0,188.908,189.02023190277313,188.79576809722684,189.02023190277313,188.79576809722684,189.02023190277313,188.79576809722684
2025-10-02 14:28:00-04:00,188.92,188.94,188.85,188.88,-1.0,188.90699999999998,189.01938772174967,188.7946122782503,189.01938772174967,188.7946122782503,189.01938772174967,188.7946122782503
2025-10-02 14:30:00-04:00,188.88,188.9,188.77,188.84,-1.0,188.898,189.00816351483172,188.78783648516827,189.00816351483172,188.78783648516827,189.00816351483172,188.78783648516827
2025-10-02 14:32:00-04:00,188.84,188.93,188.79,188.92,-1.0,188.8915,188.99620315181542,188.7867968481846,188.99620315181542,188.7867968481846,188.99620315181542,188.7867968481846
2025-10-02 14:34:00-04:00,188.92,188.97,188.8,188.84,-1.0,188.885,188.98865809182155,188.78134190817843,188.98865809182155,188.78134190817843,188.98865809182155,188.78134190817843
2025-10-02 14:36:00-04:00,188.84,188.86,188.77,188.8,-1.0,188.88,188.9852140675009,188.7747859324991,188.9852140675009,188.7747859324991,188.9852140675009,188.7747859324991
2025-10-02 14:38:00-04:00,188.8,188.9,188.79,188.87,-1.0,188.886,188.98696534058817,188.78503465941182,188.98696534058817,188.78503465941182,188.98696534058817,188.78503465941182
2025-10-02 14:40:00-04:00,188.87,188.87,188.71,188.77,-1.0,188.8855,188.98701231452432,188.7839876854757,188.98701231452432,188.7839876854757,188.98701231452432,188.7839876854757
2025-10-02 14:42:00-04:00,188.77,188.82,188.73,188.77,-1.0,188.89,188.98402127418876,188.7959787258112,188.98402127418876,188.7959787258112,188.98402127418876,188.7959787258112
2025-10-02 14:44:00-04:00,188.77,188.83,188.74,188.81,-1.0,188.89450000000002,188.98221972412227,188.80678027587777,188.98221972412227,188.80678027587777,188.98221972412227,188.80678027587777
